index,string,shingles
8442,aabBCcCDdEhHHHhIIJjjKlLMMmNNnOopprSSSSTTUUuvvWXXzZz,"LMMm,abBC,MmNN,CDdE,NnOo,SSTT,bBCc,XXzZ,pprS,dEhH,HHhI,SSSS,STTU,vvWX,SSST,DdEh,EhHH,oppr,rSSS,nOop,IIJj,aabB,Uuvv,HHHh,hIIJ,jKlL,JjjK,mNNn,NNnO,Oopp,uvvW,cCDd,IJjj,TTUU,BCcC,hHHH,MMmN,lLMM,prSS,UUuv,vWXX,HhII,jjKl,WXXz,XzZz,TUUu,CcCD,KlLM"
8443,aaABbcCddeEFFgHhiIJJjmMMOOPQstttuUuuVWwWzz,"uUuu,BbcC,ddeE,wWzz,FFgH,iIJJ,sttt,bcCd,EFFg,eEFF,hiIJ,OOPQ,PQst,VWwW,deEF,ABbc,uuVW,Cdde,aaAB,gHhi,UuuV,uVWw,jmMM,cCdd,aABb,MOOP,mMMO,FgHh,OPQs,JjmM,Qstt,HhiI,WwWz,tttu,MMOO,IJJj,JJjm,ttuU,tuUu"
8444,BbcEFghHhiIIijjJkkLLMnNNPQQQQrrRSsttTtTUuuUVVwwWxYyY,"wwWx,QQQr,jJkk,cEFg,TUuu,uUVV,wWxY,LLMn,ttTt,UuuU,JkkL,UVVw,sttT,LMnN,TtTU,hiII,QQQQ,jjJk,QrrR,FghH,NPQQ,Iijj,MnNN,VwwW,xYyY,rrRS,kLLM,RSst,WxYy,PQQQ,QQrr,EFgh,bcEF,Sstt,ghHh,NNPQ,nNNP,tTUu,VVww,hHhi,HhiI,BbcE,IIij,rRSs,kkLL,iIIi,tTtT,uuUV,ijjJ"
8445,aBbCDDDfGGggHHJKKkKKLLMmMNnNnOOQrrrRRsTTuUvVWwXXXxZZzZ,"HJKK,TuUv,MNnN,OQrr,KLLM,DfGG,mMNn,xZZz,KKkK,RRsT,rrRR,KkKK,gHHJ,DDDf,aBbC,NnNn,BbCD,wXXX,GGgg,nOOQ,DDfG,sTTu,NnOO,UvVW,LMmM,OOQr,VWwX,uUvV,LLMm,MmMN,nNnO,vVWw,CDDD,KKLL,rRRs,ZZzZ,bCDD,HHJK,XxZZ,RsTT,Qrrr,JKKk,GggH,WwXX,XXxZ,XXXx,kKKL,fGGg,TTuU,ggHH,rrrR"
8446,abcCEEfffHhHHIiiiiIJkKMmnoopqQRstTTvxyz,"kKMm,TTvx,abcC,iIJk,RstT,tTTv,bcCE,IJkK,mnoo,noop,Iiii,EEff,pqQR,QRst,Efff,Mmno,Tvxy,iiIJ,cCEE,KMmn,fffH,iiiI,fHhH,CEEf,qQRs,ffHh,hHHI,HHIi,iiii,JkKM,opqQ,vxyz,HIii,stTT,HhHH,oopq"
8447,AabBccDEffffFFFGGHHiiiJkKkklLmooPPPPqrsSStTuUuuvvVVVWwWXxYYyZZZ,"FFGG,uUuu,lLmo,fffF,StTu,tTuU,vvVV,YYyZ,iiJk,Uuuv,vVVV,sSSt,bBcc,DEff,WXxY,wWXx,uvvV,VWwW,abBc,Efff,iiiJ,SStT,rsSS,oPPP,GHHi,AabB,kklL,PPPP,qrsS,YyZZ,uuvv,klLm,TuUu,Kkkl,ccDE,fFFF,JkKk,Hiii,mooP,WwWX,ooPP,kKkk,Lmoo,HHii,iJkK,VVWw,ffff,xYYy,FGGH,PPqr,cDEf,XxYY,GGHH,BccD,ffFF,VVVW,FFFG,yZZZ,Pqrs,PPPq"
8448,abcdDFfgGhIkkLMmMmnooOPssuvvvwWxXXY,"kkLM,hIkk,oOPs,wWxX,WxXX,dDFf,ooOP,mnoo,GhIk,fgGh,nooO,mMmn,DFfg,vvwW,Mmno,ssuv,LMmM,FfgG,suvv,IkkL,MmMm,vwWx,kLMm,vvvw,uvvv,bcdD,cdDF,Pssu,gGhI,OPss,abcd,xXXY"
8449,AAaBcdFFfFGGGhHJKLlLLMMmmNOoPQqqrsTTUuWxXxYzzz,"MmmN,LMMm,aBcd,fFGG,GGGh,qqrs,XxYz,UuWx,dFFf,cdFF,uWxX,LLMM,OoPQ,sTTU,rsTT,HJKL,Qqqr,BcdF,mmNO,mNOo,PQqq,qrsT,xXxY,AAaB,TUuW,FfFG,WxXx,KLlL,oPQq,FGGG,JKLl,NOoP,xYzz,lLLM,AaBc,TTUu,MMmm,FFfF,GGhH,LlLL,hHJK,Yzzz,GhHJ"
8450,AabCdFffhhHHHIjJJkmMPPQrSSSSsUVWxXyzZz,"Fffh,yzZz,SSSs,IjJJ,UVWx,JJkm,hhHH,mMPP,CdFf,jJJk,xXyz,HHHI,SSSS,SSsU,AabC,QrSS,dFff,rSSS,kmMP,sUVW,bCdF,ffhh,HHIj,PPQr,WxXy,hHHH,MPPQ,HIjJ,fhhH,JkmM,VWxX,SsUV,PQrS,abCd,XyzZ"
8451,abBbbbCCCdDDDEeEffghhIiJjjKKKkklMNopQqQrRStttTuvvWWwXXZZz,"vWWw,opQq,bCCC,DEeE,iJjj,NopQ,EeEf,eEff,qQrR,XXZZ,wXXZ,klMN,QqQr,fghh,Sttt,jjKK,CCdD,hhIi,WWwX,pQqQ,KKkk,hIiJ,ttTu,ffgh,Kkkl,JjjK,XZZz,uvvW,bbbC,bBbb,CCCd,vvWW,bbCC,kklM,MNop,ghhI,Effg,jKKK,Bbbb,DDEe,abBb,tTuv,KKKk,WwXX,RStt,IiJj,tttT,QrRS,CdDD,rRSt,lMNo,dDDD,Tuvv,DDDE"
8452,aAaaBDDeEffFGHhhiIjjKkKlNNnOOoOQQqRrSsSSsTVvwwyYyYzZZz,"Hhhi,zZZz,AaaB,fFGH,QqRr,aAaa,RrSs,eEff,oOQQ,ffFG,sSSs,yYyY,sTVv,vwwy,IjjK,lNNn,wwyY,OQQq,hhiI,rSsS,SSsT,wyYy,NnOO,GHhh,hiIj,TVvw,NNnO,EffF,aaBD,YzZZ,KlNN,jKkK,kKlN,SsSS,jjKk,SsTV,Vvww,DDeE,KkKl,YyYz,nOOo,OoOQ,aBDD,QQqR,qRrS,OOoO,DeEf,FGHh,yYzZ,iIjj,BDDe"
8453,aABbbcdffFggGgGHJjJLLmMmMMnNNNOqQqqrSttUvvWXYYz,"ffFg,XYYz,cdff,jJLL,JjJL,FggG,JLLm,qrSt,ttUv,mMmM,UvvW,qqrS,vvWX,Bbbc,LmMm,MmMM,bbcd,Qqqr,rStt,SttU,ggGg,OqQq,MnNN,fFgg,gGgG,dffF,qQqq,WXYY,MMnN,aABb,NNNO,bcdf,NNOq,tUvv,mMMn,HJjJ,nNNN,ABbb,GgGH,gGHJ,NOqQ,LLmM,vWXY,GHJj"
8454,AabBBCcCdFfghiijjkMnnOOPpQRRVWxxYyZZ,"bBBC,ijjk,cCdF,abBB,CdFf,PpQR,fghi,MnnO,nOOP,xYyZ,OPpQ,pQRR,VWxx,QRRV,AabB,YyZZ,CcCd,RRVW,kMnn,hiij,jjkM,BCcC,RVWx,dFfg,BBCc,WxxY,Ffgh,jkMn,xxYy,nnOO,ghii,OOPp,iijj"
8455,aacCDddEeefghIiIjkklLMnooOPPqrstTUVWwXxyyZZzZZ,"CDdd,fghI,Eeef,ooOP,IiIj,klLM,nooO,OPPq,qrst,wXxy,aacC,WwXx,TUVW,eefg,Xxyy,yZZz,acCD,dEee,kklL,DddE,Mnoo,oOPP,xyyZ,ZZzZ,cCDd,hIiI,stTU,UVWw,rstT,jkkl,efgh,LMno,yyZZ,lLMn,iIjk,Ijkk,PPqr,tTUV,ZzZZ,VWwX,ghIi,Pqrs,ddEe"
8456,aAAabbCcccdDEEEFFFGGgHhhHijjJJjjjJKLmmNnooOPqqsssTttTTUvVWwwyzZ,"FFGG,Aabb,AAab,Jjjj,jjJK,qsss,TttT,Wwwy,GgHh,DEEE,ccdD,EFFF,jjjJ,oOPq,VWww,ooOP,cccd,bCcc,nooO,dDEE,cdDE,jJKL,Nnoo,TTUv,hhHi,jjJJ,EEFF,jJJj,mmNn,tTTU,UvVW,FGGg,gHhh,ttTT,Pqqs,sTtt,vVWw,wwyz,aAAa,sssT,GGgH,LmmN,JJjj,HhhH,KLmm,TUvV,qqss,EEEF,Hijj,ssTt,hHij,abbC,JKLm,wyzZ,bbCc,mNno,FFFG,OPqq,Cccc,ijjJ"
8457,AAABbbcddEeffGhiIjjjKKkMmmMMmnNoOPprsSTTuVvvVWXYYzzz,"jKKk,XYYz,NoOP,Pprs,AAAB,sSTT,VvvV,uVvv,TTuV,cddE,GhiI,nNoO,oOPp,TuVv,vvVW,Bbbc,jjKK,vVWX,bbcd,VWXY,YYzz,STTu,bcdd,mnNo,hiIj,mmMM,rsST,ffGh,AABb,OPpr,MMmn,KKkM,fGhi,WXYY,dEef,Eeff,effG,jjjK,Ijjj,ABbb,KkMm,MmmM,MmnN,Yzzz,kMmm,mMMm,prsS,iIjj,ddEe"
8458,aAAbBCCCCCCcDDeEfgHiiijjjkkkNnNnOopPPpQQqrrrsSsSTtUuvvWYYyyYZZzz,"NnOo,rrsS,kkkN,pPPp,jjjk,PPpQ,opPP,CCCc,QQqr,rrrs,ijjj,rsSs,CcDD,NnNn,tUuv,vvWY,nOop,fgHi,ZZzz,sSsS,Uuvv,eEfg,jjkk,nNnO,WYYy,kkNn,uvvW,AAbB,Hiii,iiij,aAAb,gHii,jkkk,YZZz,yyYZ,BCCC,YyyY,DDeE,YYyy,EfgH,Qqrr,SsST,vWYY,bBCC,AbBC,CCCC,qrrr,OopP,cDDe,sSTt,pQQq,STtU,TtUu,DeEf,PpQQ,iijj,kNnN,yYZZ,CCcD"
8459,AAGhIjjKKllLLlmmnopPPqssUxxXyyyZZz,"nopP,UxxX,ssUx,lmmn,jKKl,LLlm,qssU,AGhI,IjjK,llLL,jjKK,GhIj,yZZz,KKll,xXyy,AAGh,mnop,Pqss,sUxx,KllL,PPqs,yyZZ,Llmm,Xyyy,yyyZ,lLLl,mmno,xxXy,hIjj,opPP,pPPq"
8460,aaabbBBCcDeFFGGHhijJJKkKLLmMmNnNoOOoPPPQQQqrsTtuvVvWwyYzz,"FFGG,tuvV,bBBC,rsTt,vVvW,abbB,GGHh,JKkK,vWwy,OOoP,cDeF,wyYz,QQqr,OoPP,nNoO,KLLm,ijJJ,LmMm,mMmN,yYzz,oPPP,oOOo,PPPQ,GHhi,kKLL,qrsT,KkKL,mNnN,aaab,Qqrs,PQQQ,Ttuv,hijJ,BBCc,eFFG,NoOO,CcDe,DeFF,NnNo,sTtu,FGGH,WwyY,VvWw,bbBB,BCcD,MmNn,jJJK,PPQQ,LLmM,uvVv,Hhij,JJKk,aabb,QQQq"
8461,AaABbDddddEEEEffFFgGGijKkkLOQqrsssSTtuwwXXyyz,"GijK,kkLO,XXyy,LOQq,ddEE,uwwX,gGGi,BbDd,GGij,qrss,FgGG,dddd,EEff,Ttuw,EEEE,ABbD,wwXX,dddE,KkkL,AaAB,Dddd,tuww,rsss,Xyyz,dEEE,kLOQ,ssST,sssS,EEEf,EffF,ijKk,Qqrs,fFFg,aABb,OQqr,bDdd,sSTt,wXXy,FFgG,ffFF,jKkk,STtu"
8462,abBCDeGHiiiJkkLMMmnnNNOpQqqqqsSSTtTuUvwWxxxx,"kkLM,abBC,LMMm,tTuU,TuUv,iiJk,Wxxx,qqsS,DeGH,Qqqq,iJkk,JkkL,iiiJ,qsSS,kLMM,sSST,UvwW,xxxx,TtTu,uUvw,nNNO,Hiii,GHii,MMmn,wWxx,vwWx,CDeG,NOpQ,SSTt,OpQq,Mmnn,BCDe,nnNN,NNOp,qqqs,eGHi,qqqq,STtT,mnnN,pQqq,bBCD"
8463,AabBBbCCcGGgHhHjLmNNosstuVwWwxXxXyyYzZ,"wWwx,BbCC,mNNo,GgHh,NNos,yyYz,WwxX,BBbC,HjLm,abBB,XyyY,gHhH,CCcG,uVwW,tuVw,bCCc,AabB,xXxX,wxXx,XxXy,xXyy,osst,jLmN,stuV,LmNN,Noss,VwWw,cGGg,GGgH,bBBb,sstu,HhHj,CcGG,yYzZ,hHjL"
8464,BBBCccCCccDdeeFFFghijMMoOoPqqQSvWWxXYYYYzZZz,"QSvW,YYzZ,MoOo,zZZz,WWxX,CCcc,eeFF,Ddee,YYYY,WxXY,FFgh,MMoO,YYYz,ijMM,deeF,oOoP,vWWx,eFFF,BBBC,ccCC,ccDd,YzZZ,BBCc,Fghi,CccC,qQSv,SvWW,qqQS,XYYY,FFFg,cCCc,ghij,hijM,jMMo,OoPq,cDde,CccD,oPqq,xXYY,PqqQ,BCcc"
8465,BCCcccDDeEEEeFFffffffHhHhIIjJJkkLMNoQqqrrSSsTUuUUVwWXxzZZZ,"HhHh,BCCc,kkLM,TUuU,UuUU,IjJJ,CCcc,rSSs,oQqq,Ffff,eEEE,eFFf,qqrr,jJJk,wWXx,UUVw,xzZZ,EEEe,JkkL,IIjJ,Qqqr,WXxz,SSsT,SsTU,sTUu,fffH,fHhH,VwWX,LMNo,FFff,hHhI,kLMN,UVwW,cccD,zZZZ,ffHh,hIIj,NoQq,DeEE,DDeE,JJkk,ffff,XxzZ,uUUV,EEeF,cDDe,HhII,qrrS,rrSS,ccDD,MNoQ,Cccc,EeFF"
8466,aAACddeEeFfGgggiIiJJjklLlmmnoopPpQQSTuuUuUvWWXyYzZ,"gggi,ddeE,pQQS,STuu,pPpQ,Jjkl,lmmn,mnoo,noop,XyYz,WWXy,klLl,oopP,QQST,QSTu,iJJj,jklL,Gggg,Cdde,JJjk,FfGg,WXyY,iIiJ,giIi,UvWW,IiJJ,opPp,UuUv,TuuU,uUvW,EeFf,AACd,Llmm,eEeF,mmno,eFfG,uuUu,uUuU,deEe,vWWX,aAAC,fGgg,PpQQ,ACdd,lLlm,yYzZ,ggiI"
8467,abBbccdDdeFfggGhHIIJKmnnnnNnPQQqQqrrSsSTTTuUuuuuUVVvWWWyZ,"uUuu,VvWW,bccd,GhHI,sSTT,ccdD,WWWy,qQqr,uuuU,QqQq,NnPQ,Kmnn,uUVV,vWWW,bBbc,JKmn,PQQq,uuuu,IJKm,Ffgg,dDde,cdDd,Bbcc,rSsS,STTT,Uuuu,HIIJ,QQqQ,WWyZ,TuUu,nPQQ,VVvW,nnnn,TTTu,DdeF,eFfg,fggG,nnNn,nNnP,nnnN,rrSs,abBb,deFf,Qqrr,SsST,UVVv,hHII,mnnn,IIJK,qrrS,gGhH,TTuU,uuUV,ggGh"
8468,aAabcDFHhHjJKKklOoqqqsTtUuUuUwZZ,"qsTt,jJKK,UwZZ,qqsT,aAab,FHhH,oqqq,cDFH,UuUu,KklO,abcD,UuUw,Ooqq,klOo,tUuU,KKkl,HjJK,Aabc,sTtU,JKKk,uUwZ,DFHh,TtUu,qqqs,uUuU,HhHj,bcDF,hHjJ,lOoq"
8469,AaBBCfFggghilLLMNNNOPPPqQRRRRrsssSSxXy,"sSSx,NOPP,NNOP,gghi,SSxX,MNNN,PPqQ,aBBC,SxXy,Rrss,PqQR,LLMN,qQRR,ssSS,rsss,RRRR,BBCf,RRrs,sssS,fFgg,AaBB,LMNN,NNNO,OPPP,hilL,CfFg,lLLM,QRRR,ilLL,RRRr,ghil,BCfF,gggh,Fggg,PPPq"
8470,aaABBBCDDEeffGGHhKLllmmqqqRRrsSsssTTtuWwYyzZ,"TTtu,aABB,GGHh,sTTt,qqRR,CDDE,WwYy,BCDD,llmm,ssTT,ffGG,rsSs,qRRr,sSss,fGGH,YyzZ,DEef,mqqq,TtuW,uWwY,BBBC,aaAB,RRrs,RrsS,HhKL,BBCD,ABBB,sssT,tuWw,mmqq,qqqR,Ssss,Eeff,effG,DDEe,KLll,GHhK,lmmq,hKLl,Lllm,wYyz"
8471,abbdDFfghiIIkKLMMMMMnoPPQsSSTuUvVVVvWXyYZz,"MMno,SSTu,TuUv,MMMM,MMMn,VVVv,dDFf,vVVV,MnoP,UvVV,bdDF,DFfg,fghi,bbdD,hiII,PQsS,vWXy,yYZz,sSST,oPPQ,PPQs,noPP,uUvV,WXyY,iIIk,VVvW,VvWX,kKLM,abbd,ghiI,IIkK,IkKL,LMMM,Ffgh,XyYZ,STuU,QsSS,KLMM"
8472,AbccDeFggHHhIILmMNoPqqQQqrSuvVWXXxyyZ,"NoPq,qqQQ,WXXx,rSuv,cDeF,QQqr,SuvV,LmMN,HHhI,VWXX,ILmM,Abcc,FggH,vVWX,Xxyy,IILm,qrSu,eFgg,gHHh,bccD,hIIL,ccDe,XXxy,xyyZ,mMNo,uvVW,QqrS,DeFg,HhII,oPqq,MNoP,PqqQ,qQQq,ggHH"
8473,abbBcDEeggHHIIJkkmNnPPPQRsssUuuUVWwWYzZ,"abbB,bBcD,nPPP,NnPP,IIJk,uUVW,eggH,PPQR,UuuU,wWYz,VWwW,gHHI,QRss,PPPQ,HIIJ,HHII,sUuu,sssU,IJkk,ssUu,cDEe,mNnP,kkmN,DEeg,UVWw,WwWY,Jkkm,kmNn,Rsss,WYzZ,BcDE,Eegg,PQRs,ggHH,uuUV,bbBc"
8474,aAaaDdFgHjKKKkllLMMnnnnoOpPqqrRrRsuVvWXyyyzZ,"uVvW,suVv,WXyy,qrRr,aAaa,AaaD,OpPq,nnno,rRrR,yyyz,aDdF,gHjK,oOpP,Kkll,rRsu,RsuV,Mnnn,nnoO,DdFg,aaDd,llLM,vWXy,MMnn,KKkl,FgHj,Pqqr,nnnn,VvWX,HjKK,noOp,jKKK,pPqq,yyzZ,kllL,lLMM,KKKk,Xyyy,LMMn,RrRs,dFgH,qqrR"
8475,aBbbCdeFffFhjKLMnnNooQTTUvwWXyYZ,"BbbC,bCde,vwWX,nnNo,LMnn,FhjK,wWXy,fFhj,QTTU,eFff,NooQ,FffF,TTUv,bbCd,UvwW,MnnN,ffFh,WXyY,hjKL,deFf,oQTT,TUvw,XyYZ,nNoo,KLMn,CdeF,ooQT,jKLM,aBbb"
8476,ABBBdDdeEFfFgKkKklMmNnNOpppPPpQQqrttUuUuUvvwWWwyyYz,"gKkK,Uvvw,wyyY,BBdD,pppP,pPPp,PPpQ,yyYz,BdDd,QQqr,UuUu,KklM,rttU,DdeE,BBBd,NnNO,FgKk,Wwyy,klMm,vvwW,dDde,FfFg,deEF,EFfF,NOpp,ppPP,qrtt,vwWW,fFgK,lMmN,tUuU,KkKk,ABBB,mNnN,Qqrt,ttUu,UuUv,nNOp,kKkl,Oppp,MmNn,pQQq,uUuU,wWWw,PpQQ,uUvv,WWwy,eEFf"
8477,CDdDeEfHiIIllMnOOppRRTUuuWWwXXyZZz,"nOOp,XyZZ,lMnO,EfHi,ppRR,TUuu,dDeE,XXyZ,yZZz,WWwX,CDdD,DdDe,llMn,HiII,RTUu,OppR,fHiI,IllM,OOpp,MnOO,RRTU,pRRT,UuuW,iIIl,eEfH,WwXX,uuWW,uWWw,wXXy,DeEf,IIll"
8478,aaaCDdDefffGGgGIIIkkKMOppPQqqqRrssTtTTUUvVWWWXXyZzZ,"UUvV,IIkk,GIII,WXXy,efff,OppP,ffGG,Qqqq,IkkK,Rrss,kkKM,fffG,XXyZ,aCDd,tTTU,CDdD,DdDe,UvVW,ppPQ,pPQq,qqRr,XyZz,PQqq,MOpp,TtTT,TUUv,dDef,KMOp,WWWX,aaCD,GGgG,Deff,VWWW,IIIk,qqqR,TTUU,qRrs,rssT,WWXX,vVWW,kKMO,sTtT,GgGI,aaaC,fGGg,gGII,ssTt,yZzZ"
8479,ABBcDdEffGghImNnnoOOqQRSTUVvxXYz,"ghIm,VvxX,xXYz,ImNn,OqQR,RSTU,nnoO,fGgh,mNnn,DdEf,vxXY,UVvx,Nnno,BBcD,QRST,TUVv,dEff,oOOq,ABBc,noOO,qQRS,BcDd,EffG,GghI,hImN,cDdE,STUV,ffGg,OOqQ"
8480,AaaaCCDDfFggGgiklMMnNOPpQqrrVwXXyzz,"klMM,pQqr,DDfF,qrrV,FggG,rrVw,Xyzz,CCDD,aaCC,iklM,OPpQ,MnNO,rVwX,CDDf,ggGg,aCCD,PpQq,VwXX,fFgg,Aaaa,MMnN,lMMn,XXyz,Qqrr,NOPp,Ggik,DfFg,wXXy,aaaC,gikl,gGgi,nNOP"
8481,AABBbCdddeFFghHhHhhIIiJjjKKKkklLlmmMmNnNNnOppQqqRsSstTuUvwxZ,"AABB,HhHh,QqqR,tTuU,bCdd,TuUv,iJjj,ABBb,hhII,lmmM,BBbC,OppQ,FFgh,klLl,ddde,mmMm,sSst,qqRs,jjKK,NnOp,nOpp,vwxZ,NnNN,mMmN,kklL,FghH,KKkk,ppQq,Cddd,Kkkl,eFFg,ddeF,JjjK,NNnO,uUvw,mNnN,hHhH,qRsS,IIiJ,nNNn,Uvwx,jKKK,HhhI,hHhh,ghHh,hIIi,KKKk,Llmm,RsSs,stTu,IiJj,BbCd,MmNn,lLlm,SstT,pQqq,deFF"
8482,AaBbbCCDDdeeffFGgGHhjJjjKkKKlLlmmNnNNnnpPQqrrrrstUVxXXXyYyYZZZZz,"KlLl,BbbC,eeff,tUVx,kKKl,gGHh,UVxX,DDde,ZZZz,Ddee,deef,XXXy,CDDd,AaBb,ffFG,rrrs,yYyY,KkKK,nnpP,YyYZ,jJjj,KKlL,lmmN,stUV,npPQ,bCCD,CCDD,rrrr,GHhj,lLlm,NnNN,mmNn,effF,pPQq,FGgG,XXyY,JjjK,YZZZ,XyYy,hjJj,mNnN,rstU,NNnn,nNNn,bbCC,PQqr,jKkK,jjKk,fFGg,Qqrr,ZZZZ,Llmm,GgGH,qrrr,xXXX,Nnnp,rrst,aBbb,HhjJ,VxXX,yYZZ"
8483,aAacCcDddFFFgHHhhHIJkkLLmmnoOOQrrsSsuuVvVwXXXYyz,"Ssuu,OQrr,FFgH,oOOQ,rrsS,ddFF,LLmm,XYyz,hhHI,vVwX,rsSs,wXXX,JkkL,AacC,HHhh,OOQr,dFFF,XXXY,gHHh,VvVw,IJkk,acCc,FgHH,sSsu,VwXX,Lmmn,Qrrs,mnoO,suuV,uuVv,cCcD,hHIJ,aAac,HhhH,uVvV,noOO,XXYy,CcDd,FFFg,mmno,kLLm,cDdd,kkLL,DddF,HIJk"
8484,AAAbBcccDdefffgHhIiJJLlmmnNNOopQrttuvwWXxyY,"deff,JLlm,Bccc,mnNN,tuvw,HhIi,vwWX,fffg,opQr,lmmn,efff,iJJL,bBcc,wWXx,gHhI,AbBc,fgHh,rttu,ffgH,pQrt,Qrtt,mmnN,NNOo,Ddef,hIiJ,NOop,ccDd,nNNO,cccD,ttuv,IiJJ,AAAb,WXxy,uvwW,Llmm,cDde,OopQ,XxyY,JJLl,AAbB"
8485,aaBbDDdffFgIiiijJJjKkKlNnOpPQqQQrRsSSTTtuuuVvVwXxXxXyZZzZZ,"qQQr,ffFg,SSTT,TTtu,XyZZ,VwXx,aaBb,rRsS,STTt,Ttuu,lNnO,vVwX,JJjK,JjKk,gIii,Iiii,ijJJ,QQrR,Ddff,NnOp,yZZz,DDdf,uuuV,jJJj,tuuu,XxXx,sSST,aBbD,pPQq,xXxX,XxXy,KlNn,VvVw,QqQQ,BbDD,iiij,OpPQ,ZZzZ,dffF,nOpP,jKkK,kKlN,uuVv,wXxX,QrRs,KkKl,bDDd,uVvV,iijJ,xXyZ,ZzZZ,FgIi,fFgI,PQqQ,RsSS"
8486,aAAAAaBbBbcCdEefffGGhHhIiijKkLLnnoOPqQqrRSTtuuUUVvVVvVVwWXyZZ,"BbcC,XyZZ,HhIi,qrRS,rRST,UVvV,Ttuu,oOPq,bcCd,qQqr,Iiij,AaBb,vVVw,efff,bBbc,ffGG,CdEe,tuuU,RSTt,GhHh,wWXy,KkLL,fffG,WXyZ,VVvV,nnoO,aBbB,QqrR,OPqQ,iijK,fGGh,VvVV,Lnno,AAaB,VwWX,PqQq,hHhI,vVVv,ijKk,kLLn,UUVv,AAAa,LLnn,cCdE,dEef,Eeff,uuUU,uUUV,aAAA,BbBb,hIii,AAAA,GGhH,jKkL,noOP,STtu,VVwW"
8487,AaBBCDeHhHhIIiIjKnoppqQQqQrrRrRRStVvvvVWWWWWwXyyyYZzZ,"HhHh,yyyY,rRrR,ppqQ,IiIj,oppq,aBBC,RStV,QqQr,Knop,vvVW,StVv,IjKn,WwXy,WWwX,QrrR,yYZz,QQqQ,DeHh,qQrr,YZzZ,iIjK,rrRr,Vvvv,hHhI,BBCD,AaBB,RrRR,VWWW,vvvV,yyYZ,WWWw,IIiI,eHhH,vVWW,rRRS,BCDe,hIIi,Xyyy,nopp,tVvv,CDeH,HhII,WWWW,jKno,wXyy,qQQq,pqQQ,RRSt"
8488,AccddFijJJLlmmmNnooOPrrSsUVVxXzZ,"JLlm,FijJ,ooOP,jJJL,nooO,dFij,oOPr,sUVV,VxXz,ijJJ,Nnoo,OPrr,rSsU,VVxX,lmmm,mmNn,Accd,PrrS,mmmN,ccdd,rrSs,UVVx,cddF,xXzZ,Llmm,ddFi,SsUV,JJLl,mNno"
8489,AAaABbGhIiJJJjKKKKlLMnnopqrTtUuvvwXXyyyZ,"bGhI,JJJj,XXyy,iJJJ,JJjK,AAaA,LMnn,pqrT,tUuv,KKlL,nnop,uvvw,opqr,AaAB,Uuvv,hIiJ,KKKK,GhIi,rTtU,aABb,IiJJ,nopq,jKKK,ABbG,lLMn,Xyyy,BbGh,yyyZ,TtUu,qrTt,wXXy,Mnno,vvwX,JjKK,KKKl,KlLM,vwXX"
8490,aAbbBcDdeefffffGghHHiJjKLlLNnoooOrstTUuUYyy,"eeff,LNno,TUuU,bBcD,UYyy,HiJj,AbbB,Ddee,deef,LlLN,oOrs,efff,bbBc,UuUY,Orst,JjKL,oooO,fffG,Nnoo,HHiJ,fGgh,lLNn,aAbb,ghHH,iJjK,KLlL,uUYy,stTU,rstT,ffff,tTUu,ooOr,nooo,BcDd,cDde,hHHi,GghH,jKLl,ffGg"
8491,AbcccccdddDeeEfggggIiijJJjkLNoopPrrRStTtUUvvVVvvWxXYZZ,"Noop,jkLN,vvVV,RStT,cddd,Iiij,WxXY,eeEf,cccd,dDee,pPrr,PrrR,ggIi,ddDe,oopP,gIii,ijJJ,VvvW,Abcc,Efgg,jJJj,vWxX,UUvv,gggg,fggg,eEfg,JJjk,vVVv,rrRS,bccc,kLNo,opPr,ccdd,xXYZ,XYZZ,DeeE,cccc,StTt,dddD,TtUU,gggI,iijJ,VVvv,vvWx,LNoo,tTtU,rRSt,JjkL,tUUv,UvvV"
8492,abBCcdDHhJJjKKllMmNnnnOoOPqQqsSsttTvvWwwXxXxYyyZ,"abBC,TvvW,xYyy,ttTv,dDHh,tTvv,bBCc,oOPq,qsSs,jKKl,JJjK,hJJj,HhJJ,CcdD,cdDH,sSst,QqsS,sttT,XxYy,OPqQ,BCcd,KKll,mNnn,nnOo,nOoO,vvWw,WwwX,XxXx,YyyZ,lMmN,xXxY,DHhJ,nnnO,PqQq,wXxX,llMm,vWww,OoOP,Sstt,KllM,wwXx,MmNn,qQqs,JjKK,Nnnn"
8493,aaACcCEefgghhHHhHiiiiIiJJjKkkKlLnnOoOOpPPqQRrRsTtTUUVVWwXXXyyz,"hHii,KkkK,TUUV,Eefg,HhHi,XXyy,gghh,XXXy,hhHH,rRsT,PPqQ,lLnn,efgg,JJjK,UUVV,JjKk,HHhH,kkKl,wXXX,cCEe,PqQR,aaAC,aACc,kKlL,TtTU,iJJj,QRrR,nnOo,nOoO,pPPq,RsTt,iiiI,Xyyz,CEef,OoOO,OpPP,UVVW,Hiii,CcCE,iIiJ,tTUU,ACcC,ghhH,IiJJ,iiii,iiIi,qQRr,oOOp,sTtT,WwXX,hHHh,RrRs,LnnO,OOpP,VWwX,jKkk,VVWw,fggh,KlLn"
